"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"25",-2.52,3.25,1.94,0.34,-3.35,-1.31,-3.2,2.62,-1.26,0.1,1.5,7.14,-7.48,2.28,-4.47,2.72,7.86,-1.99,-3.98,1.94,2.52,2.77,0,-3.54,-1.46,2.91,-0.34,4.42,1.94,-1.26,7.23,1.12,-0.34,2.43,6.7,-1.99,-4.71,5.34,-0.49,3.74,4.27,3.69,0.24,-3.79,0.1,5.15,3.5,2.33,5.78,7.57,-0.29,-0.73,1.46,1.31,2.72,2.38,-4.03,1.12,3.11,4.17,4.32,5.19,1.17,-0.83,5.58,2.62,1.89,7.14,5.68,-3.01,-0.58,6.36,6.8,4.76,-4.56,2.33,-2.77,1.65,-3.01,-1.5,1.6,1.6,4.9,-3.01,3.83,-3.4,-2.43,-2.14,0,2.48,-3.88,-3.11,3.5,-3.5,3.35,-0.87,-2.23,7.57,-3.2,2.72
"26",-9.22,-1.17,-4.17,0.83,3.01,5.53,-4.47,-0.58,-8.69,-6.7,7.96,1.36,-8.64,4.32,7.52,-8.93,-0.44,1.17,8.98,1.84,4.85,-0.49,-7.67,-8.11,5.15,1.99,1.17,5.29,-0.78,1.31,-5.97,7.82,6.02,1.7,-1.65,-7.72,-4.9,-7.91,1.46,-0.39,2.04,8.01,-0.39,-9.42,4.17,3.88,-7.28,-3.54,6.46,3.88,4.42,4.81,-6.75,-6.89,-9.51,-6.07,-8.45,-8.2,-7.18,-5.73,5.15,7.67,-0.44,-4.85,3.74,6.26,-9.42,4.81,3.35,-7.52,-0.05,8.3,8.3,-8.25,8.54,0.05,9.17,6.41,2.48,3.98,7.77,-0.19,5.58,2.52,8.4,-8.98,-6.36,3.45,7.82,3.35,-7.62,-8.06,0.19,-8.79,-9.71,7.91,8.01,8.01,3.4,5.39
"27",7.67,-5.53,0.34,-2.09,5.29,-0.63,7.33,4.27,-2.91,0.58,3.4,3.5,2.48,-3.2,-3.74,-9.42,1.89,4.32,-6.02,-8.35,3.93,0.1,-2.86,-0.39,-3.59,-2.52,7.04,-2.82,-6.5,5.29,5.53,-1.46,-0.73,3.98,5.78,3.93,-5.49,3.25,1.94,-0.05,1.17,0.19,-3.59,-7.33,-4.9,-2.62,-3.79,1.84,1.07,-2.38,0.58,-1.55,1.6,7.14,0.87,-3.06,-5.63,-6.89,-0.68,2.33,7.09,4.76,-6.84,-0.92,7.96,2.48,-3.2,3.93,1.8,-2.86,-3.35,1.07,4.61,-1.07,-2.91,0.63,-0.24,0,-0.53,7.14,4.85,-2.14,6.89,5.63,-0.83,1.36,0.73,-0.19,2.62,-2.28,5.29,1.99,0,-2.86,-2.23,-2.96,-0.1,1.75,-4.81,-4.85
"28",2.23,-6.31,7.28,-6.31,3.59,7.28,5.73,-0.29,7.48,-7.86,6.5,7.28,6.89,-7.67,-7.86,-6.5,-0.29,7.28,5.73,-0.29,-0.29,5.73,2.62,-6.31,5.73,7.28,7.28,3.79,3.2,7.28,5.73,7.28,-7.86,5.73,7.28,7.28,-6.31,-6.31,7.09,5.73,-6.31,3.79,-7.86,-7.86,7.28,7.28,5.73,2.62,4.17,5.53,7.28,-7.86,7.28,5.73,2.04,-6.31,7.28,-6.12,3.01,-4.76,5.73,5.92,5.73,-7.86,4.76,5.73,2.62,7.28,-4.17,7.28,1.84,3.4,5.92,-7.86,5.73,-7.86,2.43,7.28,7.28,4.17,7.28,5.73,5.73,-0.29,7.28,1.46,7.28,7.28,7.28,5.73,7.28,7.28,5.73,-6.31,5.73,5.73,7.28,5.73,-7.86,-7.86
"29",3.11,-8.35,-3.64,-3.5,2.09,1.07,-0.73,-4.22,1.41,7.09,5.15,1.41,-4.22,-9.17,-1.31,-9.9,-5.78,-0.73,0.78,-6.07,2.62,-2.67,-4.08,0,-0.63,-1.7,3.54,-9.37,4.56,-3.64,1.41,3.45,1.02,-7.18,-0.19,2.28,-0.58,0.05,-2.43,-2.77,-3.06,4.27,1.8,-0.39,-6.8,-0.83,-4.47,0.68,0.34,8.11,-2.18,2.52,6.26,7.86,2.52,1.02,-2.14,-6.46,1.21,-6.75,-4.27,4.51,-7.77,0.19,6.5,7.33,2.52,5.39,3.01,-6.36,-9.03,-9.03,-8.88,-8.88,-8.74,-6.7,4.76,-8.4,-8.2,-3.2,-3.11,-6.55,-7.57,-9.27,-8.16,-9.17,-6.55,-4.76,1.89,-4.13,-1.6,0.73,-3.45,-1.02,4.03,-6.17,-5.34,5.29,-4.66,-4.71
"30",2.38,7.72,5.97,-0.68,2.52,3.06,-9.85,2.86,5.1,2.48,8.5,-3.4,-9.81,8.06,-9.76,1.8,-5,-4.27,-9.42,4.85,7.77,4.32,-2.86,-2.18,-2.48,8.01,2.33,8.01,7.52,-4.51,-3.98,-7.28,6.7,3.93,6.75,8.11,-6.55,-5.92,5.63,-5.83,-5.24,7.91,0.34,-8.83,-8.88,7.96,-1.65,7.96,7.38,8.16,3.3,-3.3,8.74,7.67,3.79,-0.44,-9.47,-8.83,5.58,3.11,8.4,1.46,5.34,3.4,2.14,3.64,4.08,7.86,5.39,-3.16,7.18,0.83,2.48,6.7,6.36,5.05,-0.97,7.67,6.07,7.18,4.08,6.7,6.7,7.14,6.17,5.39,7.23,3.11,3.59,5.1,8.64,1.31,4.71,5.68,6.31,5.73,5.29,6.7,3.69,6.17
"31",3.69,-2.91,-9.42,9.13,0.63,8.54,0.87,-2.57,-5.73,-2.38,-3.54,5.19,-5.78,-3.11,-5.63,1.26,-0.39,-3.54,4.47,4.17,1.02,-2.38,-3.35,9.08,-1.46,-3.11,2.14,-4.37,1.7,3.25,2.52,6.21,-1.41,0.49,-2.77,-3.3,-5,3.54,8.69,-1.31,4.76,4.85,-3.59,-4.51,4.95,1.8,7.96,8.3,7.86,-2.09,-3.35,-0.05,7.82,8.25,8.98,1.21,-4.95,0.34,-5.78,-1.89,8.83,4.81,8.16,-1.75,-4.27,8.45,8.64,5.83,8.59,-2.72,-9.61,8.69,8.88,-3.3,-3.25,8.5,8.93,-4.03,-4.32,8.83,8.69,-2.91,8.54,2.67,-1.17,8.93,-1.07,8.3,8.93,-9.56,-9.42,8.54,3.06,8.64,8.11,8.25,8.59,8.74,5.97,8.5
"32",2.52,0.68,3.74,1.84,3.93,1.5,2.86,-0.92,1.89,2.04,3.2,2.67,-5.92,4.71,3.59,-0.44,-2.48,0.39,2.33,2.82,6.17,1.8,-0.68,1.17,2.09,3.25,7.82,6.21,6.65,2.04,5.15,5.39,1.26,1.99,6.46,8.35,2.04,4.22,1.75,7.57,-0.63,6.31,0.97,1.21,2.09,1.5,2.43,5.19,3.5,3.01,1.07,2.04,3.79,4.56,0.49,5.63,1.89,0.83,2.09,0.73,5.29,7.52,3.54,0.24,5.34,5.15,0.68,5.29,5.92,2.04,1.65,4.37,4.9,5.34,3.4,5.58,3.74,2.86,4.56,1.89,2.04,1.17,3.11,6.31,4.08,1.17,-2.18,5.78,5.49,3.06,9.08,1.6,6.12,2.14,1.12,1.5,1.26,4.9,3.59,2.14
"33",5.58,-7.96,5.97,-6.02,1.65,-3.64,-8.64,-3.16,-1.94,0,0.58,1.17,8.3,-7.91,4.22,-2.86,5.29,-1.84,-8.59,-9.37,1.84,-4.71,-9.66,-9.76,-3.35,1.07,3.25,-9.85,1.36,-9.51,7.62,1.26,0.78,-2.86,2.96,-2.38,1.94,0.39,-0.39,8.98,1.65,1.17,-9.85,1.84,-3.79,9.22,3.01,0.87,-2.09,9.17,-9.51,-7.23,0.1,2.14,-6.55,2.14,-9.08,-9.37,-7.48,-1.99,-5,-5.53,-9.85,-8.01,-3.5,-4.13,-9.85,-3.2,3.06,-8.59,4.81,7.33,-9.03,-9.51,-9.42,-3.69,-9.56,-9.08,-0.63,-8.93,9.13,-9.61,3.64,-0.78,-9.56,-9.85,-9.51,-6.02,-3.69,-9.32,-0.19,-7.09,0.87,-9.56,-9.47,-9.95,-9.03,-2.86,1.36,1.36
"34",-3.93,-2.96,-3.45,-4.47,-4.08,-4.42,-1.5,-3.3,-3.74,-2.57,-1.89,-2.43,0.05,-2.96,-0.05,-2.09,1.99,-2.86,-2.82,-2.67,-3.88,-2.23,-0.63,-5.19,-4.27,-1.84,-3.45,-1.21,-3.74,-3.3,0.05,-6.41,-3.25,-3.16,-3.35,-5.44,-5.73,-2.04,-1.36,-3.35,-2.52,-3.83,-2.72,-4.03,-0.78,-0.44,-2.48,-4.32,-7.62,-6.94,-3.01,-0.15,-3.16,-4.42,-4.81,0.05,-1.75,-4.81,-2.86,-5.05,-1.89,-5.78,-4.17,-3.74,-4.85,-2.96,-3.35,-0.87,0.63,-0.1,-2.04,-1.65,-2.52,-0.58,-4.37,-3.5,-2.91,-3.3,-2.72,-4.76,-3.16,-5.05,-3.93,-2.62,-2.52,-3.11,-3.2,-2.91,-4.08,-2.09,-4.95,-4.03,-2.23,-4.95,-6.55,-5,0.24,-2.62,-5.29,-1.07
"35",8.98,9.27,9.27,9.17,7.86,9.17,8.83,9.27,9.32,0.68,3.35,9.17,-0.63,1.65,4.56,-9.95,4.22,5.1,-8.06,8.83,9.27,9.03,9.03,8.45,8.64,8.98,9.17,9.27,9.13,8.45,9.17,7.91,9.13,9.08,8.2,8.74,8.79,9.17,9.27,9.13,9.37,8.64,9.37,8.3,4.9,9.22,8.88,7.62,8.5,8.83,5.68,9.27,9.27,8.79,8.79,9.27,8.98,9.37,9.17,8.35,9.03,8.93,9.22,9.08,9.08,9.03,-8.25,8.98,8.79,9.32,7.96,9.17,8.4,9.27,9.22,8.64,8.54,9.32,8.88,8.98,8.83,8.93,9.17,8.64,8.59,9.22,9.32,9.17,8.25,9.13,9.17,9.27,9.32,9.22,8.59,2.86,9.22,8.98,9.37,9.22
"36",5.78,0.39,-4.76,-3.2,6.5,-0.92,-6.55,2.82,-6.94,-4.95,-3.54,-6.55,6.36,7.96,7.57,-9.17,-3.06,-3.59,-0.49,-9.13,-2.67,-6.02,-9.71,6.26,-8.3,-9.47,6.02,-1.8,8.88,-4.03,8.06,8.16,6.12,-6.84,7.57,6.7,-7.43,-7.77,3.06,8.5,-9.51,0.92,4.76,-8.3,0.73,5.53,3.64,8.83,7.57,-9.47,-8.5,8.06,8.01,7.28,-6.89,-8.79,-9.32,-6.8,-7.28,-8.16,8.54,-0.97,-8.45,7.43,8.01,-1.26,-9.03,-8.25,-7.14,5.1,-2.52,3.06,4.76,-9.37,-9.42,-7.48,-6.26,-5.49,0.29,-9.71,6.31,-8.45,8.5,-8.83,-7.82,-9.66,5.97,5.78,6.94,-8.54,-7.14,-8.74,-0.39,-9.76,3.2,-7.91,6.84,-2.72,-0.73,-3.79
"37",0.87,0.97,-4.27,-0.87,1.99,-0.24,4.66,1.94,-7.67,-4.61,-2.04,1.02,-4.32,3.01,-7.43,-8.64,-3.11,1.26,-4.13,-1.21,-0.1,-4.27,-5.87,-7.67,0.44,0.1,4.42,-0.15,3.88,-2.18,4.85,1.7,0.73,-0.97,5.44,3.11,0.44,-0.1,-1.65,1.5,-6.07,1.6,-6.65,-7.43,3.2,-0.97,-0.58,-2.04,4.37,4.42,-3.54,-3.25,3.79,5.58,-6.55,5.58,-7.43,-7.33,-4.37,-0.92,5.44,-0.1,-2.96,-4.71,-1.41,1.55,-7.67,-0.44,0.39,-3.2,4.42,1.02,-1.5,1.21,-0.34,-0.34,-4.42,1.26,3.69,-0.39,3.69,3.69,3.69,1.8,-0.87,-2.14,-0.87,3.83,3.83,-5.1,0.78,6.21,3.16,-0.73,-6.65,-2.28,7.09,7.09,3.3,2.82
"38",1.75,2.91,4.76,2.04,4.08,4.08,4.56,0.05,0.83,1.94,3.5,2.72,0.78,1.99,1.17,-0.83,-2.14,1.84,2.67,1.55,0.87,2.62,3.5,0.34,3.69,2.14,4.42,2.91,4.95,0.63,0.83,-2.43,1.99,9.17,3.64,1.7,1.6,5.73,2.77,3.88,0.58,3.45,2.91,1.36,4.66,3.5,3.16,3.93,2.23,5.63,4.27,3.54,3.98,-2.48,3.3,5.29,1.84,1.5,1.75,4.95,1.7,1.99,2.38,2.38,5.87,6.31,1.55,2.67,5.49,3.54,1.7,2.96,4.42,3.06,3.74,3.74,1.07,2.96,3.16,2.38,1.8,2.57,2.52,3.4,3.4,2.18,4.08,4.22,4.27,1.75,3.3,2.52,4.51,3.01,2.09,1.02,3.45,1.99,3.5,1.36
"39",-3.16,-3.35,0.63,-1.26,-5.44,-0.34,-2.28,-3.3,-0.53,0.58,1.07,2.04,-2.72,-2.48,-4.03,-0.49,-0.83,-0.29,-3.35,-1.36,0.39,-0.53,-1.89,-1.26,-2.52,-2.14,-3.54,-0.92,1.17,-0.58,-3.69,3.25,-1.75,0.68,3.4,1.5,-1.65,-0.19,0,1.02,-1.5,2.72,1.6,-1.26,2.62,2.82,-2.33,-0.73,2.18,1.99,-4.08,-2.77,1.21,2.14,5.97,-1.65,-2.28,-2.28,-2.72,-0.1,-2.86,-0.1,-1.07,-1.99,2.77,-0.39,0.05,2.48,2.72,3.35,-2.72,-2.72,-2.72,-2.72,-2.86,1.94,-1.26,-1.26,-1.26,-2.23,0.97,-2.48,-2.48,-2.48,-2.52,0.53,-0.68,-0.68,0.39,0.39,-1.89,-1.99,0.58,2.18,1.99,-1.89,-1.89,-1.89,-3.35,-3.11
"40",5.92,5.49,-0.19,-9.95,5.44,4.61,4.42,-5.78,1.26,7.52,5.19,-0.19,0.63,-4.13,0.63,-2.57,-8.25,-5.49,-5.49,2.09,2.72,0.68,-0.34,-5.58,6.94,1.26,3.01,-4.71,4.03,-3.98,3.01,-8.98,0.68,-0.92,-2.38,6.65,-5.44,0.53,-4.13,5.63,1.84,-3.25,-8.93,-9.71,3.16,-2.14,-7.18,1.8,2.72,3.01,0.83,3.01,-5.44,-7.77,5.92,1.55,-1.65,-5.87,3.88,2.28,-6.75,-3.25,-2.23,3.16,2.57,-8.35,-8.79,2.57,-9.22,0.1,2.43,6.94,-1.55,-6.6,-9.81,-6.6,-6.6,1.55,1.55,8.69,0.68,0.68,0.68,0.68,-4.56,-7.04,3.74,-6.02,1.12,2.57,-1.07,1.26,2.72,-9.71,-9.08,1.55,4.17,3.16,-5.29,3.74
"41",2.43,-3.93,-4.76,9.13,-0.29,1.99,6.7,-8.5,4.42,0.34,7.52,7.62,-7.82,4.56,-7.77,2.33,4.61,-0.53,3.2,3.16,7.48,6.8,7.09,7.62,2.77,7.62,8.79,5.53,-0.05,-1.55,3.06,6.17,-2.43,7.52,6.46,3.74,2.57,2.43,5.87,7.57,2.86,4.47,0.1,-7.96,-4.66,6.17,8.25,8.69,3.16,5.78,-6.17,-0.87,-4.61,5.44,-1.46,6.84,0.1,-0.97,2.86,-2.57,4.51,5.58,3.45,-5.49,7.28,3.59,-1.17,4.08,8.01,3.2,1.26,5.92,1.46,2.77,8.35,8.25,8.2,-0.87,2.09,9.17,2.43,8.35,8.64,1.5,7.33,3.25,6.99,3.74,4.17,6.46,0,4.27,6.99,3.2,-6.31,4.17,3.25,1.46,-4.9,0.05
"42",1.17,-0.49,5.97,4.66,5.53,0.87,-8.88,-7.04,1.7,1.41,2.43,1.7,6.02,1.6,6.6,6.46,-7.04,-8.79,-3.64,4.22,9.22,0.97,4.22,2.18,4.42,-0.49,9.27,4.85,2.38,4.85,-1.5,9.32,2.48,9.17,-0.49,3.2,0.78,1.6,-1.41,0.97,2.33,9.22,0.68,7.43,1.12,9.37,3.83,2.48,-0.15,-0.78,0.68,0.83,8.25,0.78,1.46,0.68,1.55,4.27,0.68,0.68,-4.08,-0.73,3.93,-9.85,9.27,-0.34,-3.5,3.69,-2.86,1.5,8.01,6.7,9.22,0.73,9.37,9.37,9.32,9.22,9.22,9.17,8.83,6.99,6.55,5.44,5.97,5.29,4.32,5,7.52,8.83,9.32,3.2,-3.3,4.81,4.81,4.22,4.32,-0.83,-4.08,-2.09
"43",-3.01,-2.43,-2.96,-2.82,0.05,-0.49,-5.19,-1.75,-1.21,0.68,1.36,-3.35,-1.6,0.1,1.55,-3.54,-8.06,-2.72,-2.09,-1.41,4.03,1.02,-2.43,-2.72,1.36,-2.52,2.67,0.87,-4.61,1.21,0.68,-2.38,-2.62,0.58,-5.73,2.86,-4.22,-2.43,-0.73,1.41,0.58,-1.31,-0.97,0.24,-1.8,-4.08,0.58,2.14,3.35,1.8,1.07,1.12,-2.67,3.59,-0.53,-0.87,-7.43,-7.77,1.46,0.78,-1.12,-1.26,1.46,-3.79,0.39,1.26,0.83,3.4,-4.71,-2.04,2.33,-2.28,4.66,2.67,-3.45,2.96,5.34,1.12,-2.67,1.94,-3.01,6.46,4.08,4.66,-0.15,1.84,-3.59,0.24,0.63,1.31,-2.38,-2.91,1.31,1.55,2.28,1.84,-2.04,1.65,-3.3,2.72
"44",0.19,7.62,1.41,7.48,7.57,-3.83,3.54,4.51,2.18,8.54,0.58,6.7,-0.15,6.17,2.09,6.7,2.48,0.24,3.35,-0.34,8.2,5,4.51,-6.36,4.9,7.72,7.86,-3.11,7.23,-2.38,-0.29,5.68,2.43,8.25,5.68,9.27,-0.19,3.59,0.92,5.63,-6.36,1.7,-1.6,0,7.23,-3.25,5.49,2.72,7.72,8.4,-5.15,-2.28,4.81,0.58,5.44,7.14,-6.55,-0.63,-4.9,-6.21,-3.4,-5.53,3.4,-5.44,-7.48,1.89,-0.34,-6.26,6.84,4.61,7.77,7.09,-9.22,-9.03,-6.26,7.43,7.72,7.67,-6.8,3.01,3.45,3.16,-7.09,-7.33,-7.09,-3.4,5.49,4.03,4.22,7.62,4.17,-7.09,-5.05,-9.51,-9.56,-1.55,1.21,-4.85,-1.5,2.91
"45",3.3,4.17,4.13,-0.49,-0.53,-4.17,2.09,2.14,4.85,0.87,-2.28,1.17,7.52,-1.65,9.13,8.64,-5.63,5.05,2.72,-2.82,-3.83,4.85,-1.7,0.78,1.55,-0.34,4.61,-2.82,3.11,-1.89,1.02,-2.62,-5.39,4.27,-3.54,-4.22,5.19,1.89,-3.4,-1.84,6.84,-4.85,-1.8,-2.18,5.34,-1.6,-2.96,-1.89,-4.56,-3.35,1.6,0.97,-3.74,-0.24,-6.21,-0.19,4.71,-4.61,3.25,-3.16,-3.45,-3.35,6.46,-2.38,-1.6,-4.61,5.49,-4.51,-3.01,-1.89,-6.36,0.39,-3.3,-3.59,-4.32,-0.63,-5.29,-0.15,-0.19,-0.19,1.94,-0.44,-0.53,-1.55,-0.44,-0.83,-4.03,3.83,0.68,-6.65,-0.34,-5.87,-0.44,-1.55,-2.82,1.02,-0.05,4.03,-4.32,-0.05
"46",8.06,6.41,5,3.25,-0.63,1.41,1.17,-1.21,1.5,0.97,6.89,4.13,0.97,-2.77,0.68,0.58,-0.44,3.35,1.7,-0.68,1.07,-0.15,2.04,-2.23,2.38,-0.53,2.82,1.55,1.8,-3.4,8.88,1.94,0.78,4.9,2.09,3.93,2.09,5,4.95,0.39,2.62,8.54,-5.39,-3.64,-2.57,6.75,-2.09,6.8,2.04,6.75,-2.86,-2.09,-1.99,4.81,1.31,2.52,-4.32,-3.93,-0.73,7.04,0.19,1.41,1.12,2.09,0.34,1.84,-2.72,4.03,6.89,-1.46,-4.42,5,-0.24,-3.98,0.44,1.6,-3.11,0.83,-3.01,-0.78,0.44,2.57,3.88,1.6,0,-4.27,4.76,-1.65,2.38,1.46,-4.08,2.67,4.47,-4.71,2.77,-2.91,3.74,7.38,-3.74,-2.04
"47",-9.51,-9.42,-9.76,-8.93,-9.17,-9.42,-9.17,-0.29,-8.74,-9.08,-9.42,-8.93,-8.59,-9.08,-7.57,-9.37,-7.86,-9.17,-9.17,-9.17,-8.88,-9.13,-9.08,-9.32,-9.42,-9.08,-8.3,-8.45,-8.54,-9.81,-8.5,-3.59,-9.66,-9.61,-7.67,-8.16,-9.66,-9.66,-8.59,-9.42,-9.51,-9.08,-9.66,-9.56,-9.37,-9.81,-9.42,-9.66,-8.35,-8.83,-9.13,-8.54,-8.3,-8.16,-9.56,-9.61,-9.17,-9.61,-9.76,-9.51,-8.64,-8.5,-9.17,-1.12,-8.83,-8.35,-9.17,-8.88,-8.83,-7.77,-9.42,-9.42,-9.42,-9.42,-9.42,-9.42,-9.42,-9.42,-8.93,-8.93,-8.98,-9.27,-8.93,-8.98,-9.08,-8.01,-8.01,-9.13,-9.08,-9.42,-9.71,-8.98,-9.9,-9.13,-9.13,-8.69,-9.13,-7.48,-9.13,-9.27
"48",6.84,-1.36,0.92,-0.92,-4.81,0.92,4.47,5.19,1.84,1.75,-0.24,1.21,2.33,1.07,4.61,0.97,3.69,3.35,3.69,-0.05,1.41,2.14,-0.15,3.25,-0.58,1.31,-4.47,-0.15,0.39,-0.49,0.39,1.55,-1.17,-0.73,2.77,3.16,3.93,0.29,1.5,0.29,-0.68,5.44,-0.29,9.27,2.04,2.86,0.19,1.94,-3.16,5.1,-0.1,-0.1,0.49,4.03,5.87,2.33,-1.8,0.1,-0.1,4.76,-0.1,-3.16,0.63,2.67,1.02,3.5,2.82,-3.06,5.39,-0.05,-1.12,-0.39,0.15,0.15,0.05,1.07,-1.46,-1.89,-0.87,0.24,0.92,-0.68,-0.68,-0.05,0.58,2.96,2.18,3.98,-0.53,1.07,5.05,3.69,3.79,7.57,-0.83,4.32,2.09,-2.91,-1.02,-1.84
"49",3.11,1.65,1.99,-1.89,-8.25,3.2,3.64,5.92,1.07,5.19,4.71,4.08,5.87,3.74,4.85,-7.96,-6.7,-7.52,-7.52,-5.63,3.11,0.97,0.78,1.17,3.98,-1.84,4.51,5.34,2.52,3.06,3.64,2.09,-1.75,3.69,2.91,4.13,1.46,3.16,3.5,2.72,2.09,2.14,-0.15,1.41,-1.94,-2.96,1.94,6.12,2.38,4.17,0.73,3.59,-6.36,3.45,-3.69,3.3,-1.31,-2.14,1.02,1.99,3.69,2.14,3.06,3.11,-3.45,-0.34,-0.15,4.37,1.17,1.94,0.87,1.8,4.03,3.3,3.64,3.4,0.53,0.63,0.34,2.96,5.29,5.05,2.43,2.77,1.36,1.65,3.5,4.17,0.87,-1.65,-1.75,0.97,4.76,3.88,3.88,4.61,3.93,1.5,2.62,2.48
"50",5.1,8.59,1.36,-2.04,-9.32,-1.55,-9.81,-4.81,-0.24,-7.52,-5.15,2.09,1.17,-3.83,3.11,-9.32,-8.11,-2.77,0.49,-5.53,-1.07,1.84,8.25,0.05,-5.24,2.91,-8.16,-4.51,0.39,-1.12,-2.82,8.4,-6.8,-4.27,-8.45,-1.31,-5.15,-4.76,-5.58,8.35,-2.57,-8.4,-3.25,-9.42,8.74,0.58,-7.18,-0.53,-4.17,-1.5,-4.9,-7.67,2.86,-2.18,-3.06,-4.47,2.18,-4.47,1.55,-0.78,-0.73,7.62,8.69,1.5,-6.21,-9.22,-6.94,4.42,-5.1,-4.13,2.28,1.89,-5.87,-7.72,-6.17,-4.47,-4.47,0.73,-2.86,-6.02,8.4,-3.59,-4.81,-7.62,-3.79,-4.61,-5.83,-2.43,0.39,1.41,-8.25,-5.1,-5.44,-5.29,-6.8,-1.99,5.53,-0.19,-9.66,-4.08
"51",3.11,0.92,-0.44,0.05,3.06,-0.19,1.8,-0.39,2.23,2.52,1.6,-0.58,-0.44,-0.44,-0.34,-0.68,0.05,-7.09,0.92,-0.34,0.58,1.02,-4.27,-0.1,-2.82,0,-0.34,-0.19,6.89,-2.04,1.8,0.05,0.29,-0.78,1.12,0.15,-4.03,-0.24,2.09,-0.1,0.97,-0.34,3.25,-4.27,-0.83,-2.72,-0.24,0.05,0.68,-0.15,1.21,-0.34,-0.19,2.04,1.31,0.1,0.29,-3.64,1.02,1.5,0.1,-4.27,0.1,-0.34,-0.1,0.1,0.87,0.68,0.15,-0.05,-6.84,-5.49,6.21,-7.82,-6.21,5.73,-5.53,-6.41,-6.46,-6.26,5.63,5.24,5.87,-7.09,6.02,-2.09,-7.57,-7.18,-6.31,-6.65,5.97,-7.57,6.02,-6.89,5.39,6.07,6.02,1.12,5.73,5.83
"52",-5.15,2.23,-4.32,7.86,-9.66,7.82,-8.54,-8.06,-6.94,-0.97,-0.83,-4.71,-8.11,-4.71,-5.34,-4.71,-8.88,-7.82,0.05,-8.59,8.93,9.08,-6.94,-7.91,0.15,8.79,6.41,-9.22,-9.08,-2.96,8.64,-0.73,-1.84,-5.92,1.99,-3.69,-0.68,-3.83,6.55,-5.73,-5.73,9.32,-0.24,-6.17,-3.16,8.98,-1.55,-0.83,-3.83,8.79,-5.15,9.03,2.04,-8.93,-6.31,-0.24,-6.65,-7.23,1.46,1.07,-1.65,1.12,-3.2,-9.71,8.45,8.98,1.21,0.44,-7.72,2.82,-9.66,8.79,3.4,-8.45,0.58,7.96,3.88,-7.23,3.11,3.59,8.88,-5.83,8.59,-6.46,3.88,3.3,-0.87,-8.59,-9.47,-6.84,3.74,-0.58,3.06,2.72,-0.49,4.56,0.44,7.86,4.81,-0.24
"53",4.27,0.97,5.49,-0.58,2.86,3.88,-2.96,1.99,1.65,3.16,3.4,3.88,1.5,2.72,-2.77,-2.91,-0.83,-3.59,3.79,-1.41,4.17,4.56,3.54,6.75,-2.18,1.8,2.48,1.7,2.28,-0.58,6.36,6.36,4.22,5.73,1.5,-0.68,-0.92,3.54,3.16,-0.49,1.89,2.33,4.9,5.39,6.02,-1.94,3.5,0.68,4.17,2.33,5.05,5.73,-2.28,-2.52,2.33,3.69,-0.39,-2.91,-0.58,-0.58,4.13,1.5,1.55,-2.04,1.7,3.69,6.55,3.69,0.83,3.16,-0.78,3.83,0,-2.23,4.37,2.72,2.04,2.67,1.26,2.28,2.23,1.31,1.31,-0.97,-0.05,1.12,-2.43,2.67,-6.31,1.17,-4.61,6.12,3.59,-2.18,3.11,3.16,0.87,2.86,4.81,1.8
"54",3.64,4.66,5.39,0.49,-2.96,1.5,2.23,1.99,1.46,5.58,0.63,3.3,-1.8,2.86,4.81,-2.48,-3.93,-0.83,-1.36,1.02,2.18,3.88,3.93,-1.55,3.4,0,6.17,5.53,5.34,-0.34,6.21,5.87,8.11,1.17,6.21,7.67,3.54,4.66,1.55,2.38,0.44,5.19,-1.84,-1.84,3.16,-0.53,0.97,8.11,4.66,2.57,0.78,1.89,1.99,6.84,2.96,7.43,-1.31,-8.69,0,3.79,2.23,6.41,9.17,4.17,2.28,2.43,1.55,3.93,2.86,2.33,2.82,-0.68,-2.04,-1.84,-2.43,0.34,-2.96,3.83,-1.94,3.93,5.05,5.44,2.33,2.82,0.15,1.21,0.05,0.97,6.89,1.17,1.5,-3.06,4.51,3.16,0.34,3.2,3.64,3.35,-1.21,0.63
